text;label;STAWN
PODGRUPA: 1102 | MATNR: 1102100170S10I014T | NAZWAPL: S10.0X170-6K-S-32-10.9- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1338 | MATNR: 1338080080IMB10T | NAZWAPL: W08.0X080-WS-IM-B-22-10.9 STOZ.DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1102 | MATNR: 1102300200S12D931S | NAZWAPL: S30.0X200-6K-S-80-12.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1303 | MATNR: 1303030006TXBT | NAZWAPL: W03.0X006-WP-TX-B        METR.PODK. | AVAILABLE: 27,29;27;73181558
PODGRUPA: I1101 | MATNR: I1101050014A47933T | NAZWAPL: INOX-S05.0X014-6K-A4-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1101 | MATNR: 1101420075S88I017T | NAZWAPL: S42.0X075-6K-S-08.8-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1112 | MATNR: 1112120110S10150S | NAZWAPL: S12.0X110-6K-S-1.50-10.9- SRUBA DIN961 | AVAILABLE: 29,32;32;73181588
PODGRUPA: 1102 | MATNR: 1102220160S88I014T | NAZWAPL: S22.0X160-6K-S-56-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1102 | MATNR: 1102200120S10D931T | NAZWAPL: S20.0X120-6K-S-46-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1103 | MATNR: 1103030008BT | NAZWAPL: S03.0X008-6P-B- SRUBA | AVAILABLE: 31,32;31;73181582
PODGRUPA: I3104 | MATNR: I3104080130TXA2CTT | NAZWAPL: INOX-U08.0X130/80 A2 TX40 STOZ.CUT | AVAILABLE: 18,21;21;73181410
PODGRUPA: 1501 | MATNR: 1501120G08D934K | NAZWAPL: 2-NM12G-KL.8  NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;38;73181692
PODGRUPA: 3801 | MATNR: 3801240195B88S | NAZWAPL: SDM24X195B-08.8   SZPILKA DWUSTRONNA | AVAILABLE: 23,24,25;25;73181548
PODGRUPA: 1101 | MATNR: 1101080070D358K | NAZWAPL: S08.0X070-6K-D3-05.8-ZINTEK MIN.360H | AVAILABLE: 31,32,49;31;73181582
PODGRUPA: 1501 | MATNR: 1501120GD934K | NAZWAPL: 2-NM12G  NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;38;73181692
PODGRUPA: 1101 | MATNR: 1101300400S88I017T | NAZWAPL: S30.0X400-6K-S-08.8-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1101 | MATNR: I1101240055A47933T | NAZWAPL: INOX-S24.0X055-6K-A4-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1109 | MATNR: 1109080130COKK | NAZWAPL: S08.0X130-ZG-C-28-05.8  obnizany kwadrat | AVAILABLE: 33,49;33;73181595
PODGRUPA: 3103 | MATNR: 3103040013PZAT | NAZWAPL: U04.0X013-US-PZ-A      WKR.UNIX STOZ.+ | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1101 | MATNR: 1101120065G10D933K | NAZWAPL: S12.0X065-6K-G-10.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 5513 | MATNR: 5513100140140S | NAZWAPL: RAM-6K-10X140 KOLEK RAMOWY+WKR.6KAT | AVAILABLE: 19,40;19;73181290
PODGRUPA: 3801 | MATNR: 3801080075BT | NAZWAPL: SDM 8.0X.75B   SZPILKA DWUSTRONNA | AVAILABLE: 23,24,25;24;73181542
PODGRUPA: 6302 | MATNR: 6302080OC6X07BEM | NAZWAPL: GAL-LINA STAL. 8.0 OCYNK.(5+3 PCV)BEZB. | AVAILABLE: 10,11;10;73121049
PODGRUPA: 6499 | MATNR: 6499063BEZO | NAZWAPL: UCHWYT DO RUR63MM POJEDYN.BEZOWY- | AVAILABLE: 3,24,48;48;73269098
PODGRUPA: 1105 | MATNR: 1105040010B88T | NAZWAPL: S04.0X010-6PZ-B-8.8 SRUBA | AVAILABLE: 22,31,32;32;73181588
PODGRUPA: 3103 | MATNR: 3103060020PZB15T | NAZWAPL: U06.0X020-US-PZ-B   WKR.UNIX STOZ.15MIK | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1515 | MATNR: 1515080150040BT | NAZWAPL: NRM 8X15.0X40B  OCYNK BIALY | AVAILABLE: 38,49;38;73181692
PODGRUPA: 3203 | MATNR: 3203060100AK | NAZWAPL: H06.0X100-6K----A    WKR.DREW KLUCZ | AVAILABLE: 17,19;17;73181100
PODGRUPA: 1101 | MATNR: 1101300075S88D933T | NAZWAPL: S30.0X075-6K-S-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 3103 | MATNR: 3103045060PZAL2EXT | NAZWAPL: U04.5X060-US-PZ-A WKR.UNIX STOZ. L2EX | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1102 | MATNR: 1102060060B10D931T | NAZWAPL: S06.0X060-6K-B-18-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 3103 | MATNR: 3103035016PZBK | NAZWAPL: U03.5X016-US-PZ-B      WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1102 | MATNR: 1102220070B10D931S | NAZWAPL: S22.0X070-6K-B-50-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101180050B88D933S | NAZWAPL: S18.0X050-6K-B-08.8- SRUBA DIN933 + | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101200080G10D933S | NAZWAPL: S20.0X080-6K-G-10.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101160035O10D933S | NAZWAPL: S16.0X035-6K-O-10.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101100140S10D933T | NAZWAPL: S10.0X140-6K-S-10.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1642 | MATNR: 1642060080SD7979T | NAZWAPL: KOLEK WALC.Z GW.WEW 6X6X80S DIN7979D | AVAILABLE: 40,45;40;73181900
PODGRUPA: 1206 | MATNR: 1206060010ZWS7434T | NAZWAPL: V06.0X010-VD-ZW-S-ISO7434 WK.DOCI.14H | AVAILABLE: 24,25,49;24;73181542
PODGRUPA: 1102 | MATNR: 1102120220S10D931S | NAZWAPL: S12.0X220-6K-S-49-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I3104 | MATNR: I3104030035PZA4T | NAZWAPL: INOX-U03.0X035/24-US-PZ-A4  WKR.STOZK | AVAILABLE: 18,21;21;73181410
PODGRUPA: 3103 | MATNR: 3103050060PZAL2EXT | NAZWAPL: U05.0X060-US-PZ-A WKR.UNIX STOZ. L2EX | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1102 | MATNR: 1102300300S56I014T | NAZWAPL: S30.0X300-6K-S-85-05.6- SRUSA ISO4014 | AVAILABLE: 28,31,32,35;31;73181582
PODGRUPA: 1205 | MATNR: 1205030006ZWB4766T | NAZWAPL: V03.0X006-VD-ZW-B-ISO4766 WK.DOCI.14H | AVAILABLE: 3,24,25,49;24;73181542
PODGRUPA: I1399 | MATNR: I1399060025IA2799T | NAZWAPL: INOX-WSIM6X25 A2  MET DIN7991- | AVAILABLE: 26,28;28;73181562
PODGRUPA: FIS- | MATNR: FIS-OBEJMA089247S | NAZWAPL: FIS-OBEJMA ETR  1 1/2 40X49 U  024421 | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;48;73269098
PODGRUPA: 1102 | MATNR: 1102060080B10I014T | NAZWAPL: S06.0X080-6K-B-18-10.9- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101180060S12D933S | NAZWAPL: S18.0X060-6K-S-12.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101300075S10I017T | NAZWAPL: S30.0X075-6K-S-10.9-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102160140S10D931S | NAZWAPL: S16.0X140-6K-S-44-10.9- SRUBA DIN931 + | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1501 | MATNR: 1501160CD934T | NAZWAPL: NM16C  NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;39;73181699
PODGRUPA: 1401 | MATNR: 1401720125BD125S | NAZWAPL: P72.0X125-B  PODKLADKA DIN125 | AVAILABLE: 42,50;42;73182200
PODGRUPA: 1101 | MATNR: 1101120020S58D933T | NAZWAPL: S12.0X020-6K-S-05.8-  DIN933- | AVAILABLE: 31,32,49;31;73181582
PODGRUPA: 1101 | MATNR: 1101100025G88I017T | NAZWAPL: S10.0X025-6K-G-08.8- SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102120090B10I014T | NAZWAPL: S12.0X090-6K-B-30-10.9- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1399 | MATNR: I1399080050HA2965T | NAZWAPL: INOX-WSM 8X50K-PH A2  WKR.DO MET.DIN965A | AVAILABLE: 26,28;26;73181552
PODGRUPA: I3104 | MATNR: I3104040055PZA2T | NAZWAPL: INOX-U04.0X055/36-US-PZ-A2  WKR.STOZK | AVAILABLE: 18,21;21;73181410
PODGRUPA: FIS- | MATNR: FIS-KOLEKM649173S | NAZWAPL: FIS-KOLEK MET.DO GIPSOK.HM4X65S 519771+ | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;40;73181900
PODGRUPA: 1102 | MATNR: 1102360210B88I014T | NAZWAPL: S36.0X210-6K-B-97-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101100010S88D933T | NAZWAPL: S10.0X010-6K-S-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I3103 | MATNR: I3103045050PZA2T | NAZWAPL: INOX-U04.5X050-US-PZ-A2  WKR.UNIX STOZK | AVAILABLE: 18,21;21;73181410
PODGRUPA: 3107 | MATNR: 3107040045TXBT | NAZWAPL: U04.0X045-UW-TX-B      WKR.UNIX WALC. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 3103 | MATNR: 3103040025TXAT | NAZWAPL: U04.0X025-US-TX-A      WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: I1101 | MATNR: I1101160060A2D933S | NAZWAPL: INOX-S16.0X060-6K-A2 SRUBA DIN933+ | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1101 | MATNR: I1101160035A47933T | NAZWAPL: INOX-S16.0X035-6K-A4-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1303 | MATNR: 1303060020PKBQT | NAZWAPL: Q-W06.0X020-WP-PK-B        METR.PODK. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1306 | MATNR: 1306030008PHB88T | NAZWAPL: W03.0X008-WS-PH-B-08.8        METR.STOZ. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1401 | MATNR: 1401160300G3HD125K | NAZWAPL: P16.0X30.0X3.0-G PODKLADKA DIN125 300HV | AVAILABLE: 42,50;42;73182200
PODGRUPA: 1306 | MATNR: 1306050030PZCT | NAZWAPL: W05.0X030-WS-PZ-C        METR.STOZ. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1338 | MATNR: 1338100080IMS88T | NAZWAPL: W10.0X080-WS-IM-S-26-08.8 STOZ.DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1111 | MATNR: 1111120050BD605K | NAZWAPL: S12.0X050-ZS-B- SR.ZAMK.STOZK.DIN605 | AVAILABLE: 32,33;33;73181595
PODGRUPA: 1101 | MATNR: 1101060025B88D933K | NAZWAPL: S06.0X025-6K-B-08.8- SRUBA DIN933+ | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 3203 | MATNR: 3203060100B88T | NAZWAPL: H06.0X100-6K----B-8.8     WKR.DREW KLUCZ | AVAILABLE: 17,19;17;73181100
PODGRUPA: 1202 | MATNR: 1202200040IMB4027T | NAZWAPL: V20.0X040-VD-IM-B-ISO4027 WK.DOC.45H | AVAILABLE: 24,25;25;73181548
PODGRUPA: 1102 | MATNR: 1102180060B88D931S | NAZWAPL: S18.0X060-6K-B-42-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1109 | MATNR: 1109060050COC08T | NAZWAPL: S06.0X050-ZG-C-18- ZAMK.GRZYBK.8MIK CR+3 | AVAILABLE: 33,49;33;73181595
PODGRUPA: 1101 | MATNR: 1101080080B88D933K | NAZWAPL: S08.0X080-6K-B-08.8- SRUBA DIN933+ | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 6302 | MATNR: 6302030OC1X1918MBS | NAZWAPL: GAL-LINKASTAL3.OCYN.(2+1)WPCV18MB | AVAILABLE: 10,11;10;73121049
PODGRUPA: 3801 | MATNR: 3801060035BK | NAZWAPL: SDM6X35B        SZPILKA DWUSTRONNA | AVAILABLE: 23,24,25;24;73181542
PODGRUPA: 1314 | MATNR: 1314030005TXB88T | NAZWAPL: W03.0X005-WW-TX-B-08.8  METR.WALC. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1501 | MATNR: 1501040CD934T | NAZWAPL: NM 4C  NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;38;73181692
PODGRUPA: 1102 | MATNR: 1102240130B58D931K | NAZWAPL: S24.0X130-6K-B-60-05.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;31;73181582
PODGRUPA: I1101 | MATNR: I1101200100A48933S | NAZWAPL: INOX-S20.0X100-6K-A4 80- SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1101 | MATNR: I1101180035A4D933T | NAZWAPL: INOX-S18.0X035-6K-A4 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1338 | MATNR: 1338050050IMS10T | NAZWAPL: W05.0X050-WS-IM-S-16-10.9 STOZ.DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1109 | MATNR: 1109060110BD603K | NAZWAPL: S06.0X110-ZG-B-18- SR.ZAMK.GRZYBK.+ | AVAILABLE: 33,49;33;73181595
PODGRUPA: 1102 | MATNR: 1102300250B88I014T | NAZWAPL: S30.0X250-6K-B-85-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1314 | MATNR: 1314040030IMNT | NAZWAPL: W04.0X030-WW-IM-N        M.WALC. | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1509 | MATNR: 1509180BD1587S | NAZWAPL: NKM18B  NAKRETKA KOLPAKOWA DIN1587 | AVAILABLE: 37,38,39,49;39;73181699
PODGRUPA: 1102 | MATNR: 1102300210B10D931T | NAZWAPL: S30.0X210-6K-B-85-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101100080S10I017T | NAZWAPL: S10.0X080-6K-S-10.9-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1501 | MATNR: 1501450S08D934T | NAZWAPL: NM45S-KL.8  NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;39;73181699
PODGRUPA: 3103 | MATNR: 3103045040PZAEXTRT | NAZWAPL: U04.5X040-US-PZ-A      WKR.UNIX EXTRA | AVAILABLE: 19,22;19;73181290
PODGRUPA: 1112 | MATNR: 1112160040B88150S | NAZWAPL: S16.0X040-6K-B-1.50-08.8- SRUBA DIN961 | AVAILABLE: 29,32;32;73181588
PODGRUPA: 1101 | MATNR: 1101080020MD933T | NAZWAPL: S08.0X020-6K-M- SRUBA DIN933 | AVAILABLE: 31,32,49;31;73181582
PODGRUPA: 1101 | MATNR: 1101100130B88D933T | NAZWAPL: S10.0X130-6K-B-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102180070R10D931T | NAZWAPL: S18.0X070-6K-R-42-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101360085S88D933T | NAZWAPL: S36.0X085-6K-S-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1499 | MATNR: 1499100045030SK | NAZWAPL: P10.0X45.0X3.0S PODKLADKA SPECJALNA | AVAILABLE: 3,4,37,41,42,49;42;73182200
PODGRUPA: 1101 | MATNR: 1101300380S88D933T | NAZWAPL: S30.0X380-6K-S-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102180100S88I014T | NAZWAPL: S18.0X100-6K-S-42-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1101 | MATNR: I1101160120A2D933T | NAZWAPL: INOX-S16.0X120-6K-A2 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1104 | MATNR: 1104160070R10D692T | NAZWAPL: S16.0X070-6P-R-38-10.9- SRUBA KOLN.D6921 | AVAILABLE: 31,32;32;73181588
PODGRUPA: 1109 | MATNR: 1109060075CD603K | NAZWAPL: S06.0X075-ZG-C-18- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: 1499 | MATNR: 1499200GD6916S | NAZWAPL: P20.0X37.0X4.0-HV PODKLADKA DIN6916 | AVAILABLE: 3,4,37,41,42,49;42;73182200
PODGRUPA: 1102 | MATNR: 1102240140B10D931K | NAZWAPL: S24.0X140-6K-B-60-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1101 | MATNR: I1101120120A48933T | NAZWAPL: INOX-S12.0X120-6K-A4-80 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1501 | MATNR: 1501160GD934S | NAZWAPL: NM16G  NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;39;73181699
PODGRUPA: 5352 | MATNR: 5352080200BS | NAZWAPL: PG-M 8X2000B PRET GWINTOW | AVAILABLE: 24,25;24;73181542
PODGRUPA: 1575 | MATNR: 1575120B10D935T | NAZWAPL: NM12B-KL.10 NAKRETKA KORONOWA DIN935 | AVAILABLE: 37,38,39;37;73181660
PODGRUPA: 1102 | MATNR: 1102240170S88I014T | NAZWAPL: S24.0X170-6K-S-60-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1105 | MATNR: 1105060010R10D692T | NAZWAPL: S06.0X010-6PZ-R-10.9- SR KOLN ~DIN 6921 | AVAILABLE: 22,31,32;32;73181588
PODGRUPA: I1101 | MATNR: I1101240160A27IT | NAZWAPL: INOX-S24.0X160-6K-A2 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I3104 | MATNR: I3104060170TXA2T | NAZWAPL: INOX-U6.0X170/70 TX25A2 WKR.UNIX STOZ | AVAILABLE: 18,21;21;73181410
PODGRUPA: 1303 | MATNR: 1303040016PKNT | NAZWAPL: W04.0X016-WP-PK-N        METR.PODK. | AVAILABLE: 27,29;27;73181558
PODGRUPA: I1101 | MATNR: I1101240090A27IT | NAZWAPL: INOX-S24.0X090-6K-A2 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1102 | MATNR: 1102360130B56I014T | NAZWAPL: S36.0X130-6K-B-84-05.6- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;31;73181582
PODGRUPA: 1499 | MATNR: 1499100BD463S | NAZWAPL: P10.0B  PODKLADKA DIN463 | AVAILABLE: 3,4,37,41,42,49;42;73182200
PODGRUPA: 1102 | MATNR: 1102100190B88I014T | NAZWAPL: S10.0X190-6K-B-32-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1104 | MATNR: 1104140090R10D692T | NAZWAPL: S14.0X090-6P-R-34-10.9- SRUBA KOLN D6921 | AVAILABLE: 31,32;32;73181588
PODGRUPA: 1301 | MATNR: 1301060045IM5BVT | NAZWAPL: W06.0X045-WK-IM-B-04.8-V KULI. MRP | AVAILABLE: 27,29;29;73181568
PODGRUPA: FIS- | MATNR: FIS-TARCZA649174S | NAZWAPL: FIS-TARCZA DO CIE.FCD-FHP125X1,0 531689+ | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;7;68042218
PODGRUPA: 1101 | MATNR: 1101270075S10D933T | NAZWAPL: S27.0X075-6K-S-10.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101200090GF88933T | NAZWAPL: S20.0X090-6K-GF-8.8 ISO FIT DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1527 | MATNR: 1527120125S10D934T | NAZWAPL: NM12X1.25S-KL.10  NAKRETKA DIN934 | AVAILABLE: 26,35,38,39;38;73181692
PODGRUPA: 5799 | MATNR: 5799061120LIWS | NAZWAPL: WKRET DO BETONU DO KORPUSU 6.1x120  | AVAILABLE: 3,33;33;73181595
PODGRUPA: 1102 | MATNR: 1102120180B10D931S | NAZWAPL: S12.0X180-6K-B-36-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 3103 | MATNR: 3103035030PZBKT | NAZWAPL: U03.5X030-US-PZ-B WKR.UNIX STO. KARWALA | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1102 | MATNR: 1102180240S88D931T | NAZWAPL: S18.0X240-6K-S-61-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1103 | MATNR: 1103160035B10D692T | NAZWAPL: S16.0X035-6P-B-10.9- SRUBA KOLN.DIN6921 | AVAILABLE: 31,32;32;73181588
PODGRUPA: 3103 | MATNR: 3103035025PZBK | NAZWAPL: U03.5X025-US-PZ-B      WKR.UNIX STOZ.# | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1642 | MATNR: 1642200120SD7979T | NAZWAPL: KOLEK WALC.Z GW.WEW 20X6X120S DIN7979D | AVAILABLE: 40,45;40;73181900
PODGRUPA: 1501 | MATNR: 1501330S10D934T | NAZWAPL: NM33S-KL.10  NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;39;73181699
PODGRUPA: 1109 | MATNR: 1109120220BD603S | NAZWAPL: S12.0X220-ZG-B-49- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: 6301 | MATNR: 6301030OC1X7M | NAZWAPL: GAL-LINA STALOWA 3.0 OCYNK | AVAILABLE: 10,11,12,13;10;73121049
PODGRUPA: 3114 | MATNR: 3114040045TXAMRPT | NAZWAPL: U04.0X045/30-UHS-A TX20 WK.DR.EXTRA MRP+ | AVAILABLE: 19,22;22;73181499
PODGRUPA: 3103 | MATNR: 3103030040PZBT | NAZWAPL: U03.0X040-US-PZ-B      WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1206 | MATNR: 1206050006ZWS553T | NAZWAPL: V05.0X006-VD-ZW-S-DIN553 WK.DOCI.14H | AVAILABLE: 24,25,49;24;73181542
PODGRUPA: 6799 | MATNR: 6799MET05IRWP | NAZWAPL: WIERTLA DO METLU 5-SZT 4-10 MM IRWIN | AVAILABLE: 54,55,56;55;82075060
PODGRUPA: 1101 | MATNR: 1101240090G10I017T | NAZWAPL: S24.0X090-6K-G-10.9- SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1501 | MATNR: 1501025ND934T | NAZWAPL: NM 2.5N  NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;38;73181692
PODGRUPA: 1319 | MATNR: 1319050008ZWBI207T | NAZWAPL: W05.0X008-WC-ZW-B METR.CYL.ISO1207 | AVAILABLE: 27,29;27;73181558
PODGRUPA: 3105 | MATNR: 3105050013PHBT | NAZWAPL: U05.0X013-UT-PH-B   WKR.UNIX SOCZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1101 | MATNR: 1101160240B10I017T | NAZWAPL: S16.0X240-6K-B-10.9-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1610 | MATNR: I16100101004122D4S | NAZWAPL: INOX-PIER.OSAD.SPR.Z.10X1.0 1.4122A D471 | AVAILABLE: 41,44;41;73182100
PODGRUPA: 1101 | MATNR: 1101360060B88I017T | NAZWAPL: S36.0X060-6K-B-08.8-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 3103 | MATNR: 3103040040PZAQT | NAZWAPL: Q-U04.0X040-US-PZ-A      WKR.UNIX STOŻ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 3103 | MATNR: 3103060040TXAT | NAZWAPL: U06.0X040-US-TX-A      WKR.UNIX STOŻ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1102 | MATNR: 1102060170S88I014T | NAZWAPL: S06.0X170-6K-S-24-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1319 | MATNR: 1319060025ZWBI207T | NAZWAPL: W06.0X025-WC-ZW-B METR.CYL.ISO1207 | AVAILABLE: 27,29;27;73181558
PODGRUPA: 5399 | MATNR: 5399080060MNAT | NAZWAPL: KOLEK  860   MNA  SZYB.MONTAZU    MUNGO | AVAILABLE: 3,15,19,20,22,24,27,40,45,57;3;39269097
PODGRUPA: 1101 | MATNR: 1101100045S88I017T | NAZWAPL: S10.0X045-6K-S-08.8-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102080145S88I014T | NAZWAPL: S08.0X145-6K-S-28-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1101 | MATNR: I1101160060A28933T | NAZWAPL: INOX-S16.0X060-6K-A2 -80 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I3203 | MATNR: I3203120120A4571T | NAZWAPL: INOX-H12.0X120-6K-A4 WKR.DO DREW.DIN571 | AVAILABLE: 17,18;17;73181100
PODGRUPA: 1101 | MATNR: 1101200040B88D933S | NAZWAPL: S20.0X040-6K-B-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102120230B88I014T | NAZWAPL: S12.0X230-6K-B-49-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1610 | MATNR: I16100050604122D4T | NAZWAPL: INOX-PIER.OSAD.SPR.Z. 05X0.6 1.4122 D471 | AVAILABLE: 41,44;44;73182400
PODGRUPA: 1501 | MATNR: 1501160R08D934T | NAZWAPL: NM16R-KL.8 NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;39;73181699
PODGRUPA: I1314 | MATNR: I1314050045TXA47IT | NAZWAPL: INOX-W05.0X045-WW-TX25-A470 ISO14583 | AVAILABLE: 26,33;33;73181595
