MATNR;NAZWAPL;STAWN;PODGRUPA;OPIS;MATERIAL;PODGRUPA_WIELKOSC;PODGRUPA_ILOSC_KODOW;PODGRUPA_ILOSC_UZUPELNONYCH
1112120045S10125IT;S12.0X045-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X045-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120045S10150IT;S12.0X045-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X045-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120050S10125IT;S12.0X050-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X050-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120050S10150IT;S12.0X050-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X050-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120055S10150IT;S12.0X055-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X055-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120060S10125IT;S12.0X060-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X060-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120060S10150IT;S12.0X060-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X060-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120065S10125IT;S12.0X065-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X065-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120065S10150IT;S12.0X065-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X065-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120070S10125IT;S12.0X070-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X070-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120070S10150IT;S12.0X070-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X070-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120075S10150IT;S12.0X075-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X075-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120080S10125IT;S12.0X080-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X080-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120080S10150IT;S12.0X080-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X080-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120090S10125IT;S12.0X090-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X090-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120090S10150IT;S12.0X090-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X090-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120100S10125IT;S12.0X100-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X100-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120100S10150IT;S12.0X100-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X100-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120110S10125IT;S12.0X110-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X110-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120110S10150IT;S12.0X110-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X110-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120120S10125IT;S12.0X120-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X120-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120120S10150IT;S12.0X120-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X120-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120130S10125IT;S12.0X130-6K-S-1.25-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X130-6K-S-1.25-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120130S10150IT;S12.0X130-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X130-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112120140S10150IT;S12.0X140-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S12.0X140-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140025S10150IT;S14.0X025-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X025-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140030S10150IT;S14.0X030-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X030-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140035S10150IT;S14.0X035-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X035-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140040S10150IT;S14.0X040-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X040-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140045S10150IT;S14.0X045-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X045-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140045S10150S;S14.0X045-6K-S-1.50-10.9- SRUBA DIN961;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X045-6K-S-1.50-10.9- SRUBA DIN961;st-stal-weglowa;1310;2;1109
1112140050S10150IT;S14.0X050-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X050-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140055S10150IT;S14.0X055-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X055-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140060S10150IT;S14.0X060-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X060-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140065S10150IT;S14.0X065-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X065-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140070S10150IT;S14.0X070-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X070-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140075S10150IT;S14.0X075-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X075-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140080S10150IT;S14.0X080-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X080-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140090S10150IT;S14.0X090-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X090-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140100S10150IT;S14.0X100-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X100-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140110S10150IT;S14.0X110-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X110-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140120S10150IT;S14.0X120-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X120-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140130S10150IT;S14.0X130-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X130-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112140140S10150IT;S14.0X140-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S14.0X140-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160025S10150IT;S16.0X025-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X025-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160030S10150IT;S16.0X030-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X030-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160035S10150IT;S16.0X035-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X035-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160040S10150IT;S16.0X040-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X040-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160045S10150IT;S16.0X045-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X045-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160050S10150IT;S16.0X050-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X050-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160055S10150IT;S16.0X055-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X055-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160060S10150IT;S16.0X060-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X060-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160065S10150IT;S16.0X065-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X065-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160070S10150IT;S16.0X070-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X070-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160075S10150IT;S16.0X075-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X075-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160080S10150IT;S16.0X080-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X080-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160085S10150IT;S16.0X085-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X085-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160090S10150IT;S16.0X090-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X090-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160100B88150S;S16.0X100-6K-B-1.50-08.8- SRUBA DIN961;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X100-6K-B-1.50-08.8- SRUBA DIN961;st-stal-weglowa;1310;2;1109
1112160100S10150IT;S16.0X100-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X100-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160110S10150IT;S16.0X110-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X110-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160120S10150IT;S16.0X120-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X120-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160130S10150IT;S16.0X130-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X130-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160140S10150IT;S16.0X140-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X140-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112160150S10150IT;S16.0X150-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S16.0X150-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180030S10150IT;S18.0X030-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X030-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180035S10150IT;S18.0X035-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X035-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180040S10150IT;S18.0X040-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X040-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180045S10150IT;S18.0X045-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X045-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180050S10150IT;S18.0X050-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X050-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180055S10150IT;S18.0X055-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X055-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180060S10150IT;S18.0X060-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X060-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180065S10150IT;S18.0X065-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X065-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180070S10150IT;S18.0X070-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X070-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180075S10150IT;S18.0X075-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X075-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180080S10150IT;S18.0X080-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X080-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180090S10150IT;S18.0X090-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X090-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180100S10150IT;S18.0X100-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X100-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180120S10150IT;S18.0X120-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X120-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180140S10150IT;S18.0X140-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X140-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112180150S10150IT;S18.0X150-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S18.0X150-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200030S10150IT;S20.0X030-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X030-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200035S10150IT;S20.0X035-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X035-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200040S10150IT;S20.0X040-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X040-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200045S10150IT;S20.0X045-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X045-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200050S10150IT;S20.0X050-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X050-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200050S10200IT;S20.0X050-6K-S-2.00-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X050-6K-S-2.00-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200055S10150IT;S20.0X055-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X055-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200055S10200IT;S20.0X055-6K-S-2.00-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X055-6K-S-2.00-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200060S10150IT;S20.0X060-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X060-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200060S10200IT;S20.0X060-6K-S-2.00-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X060-6K-S-2.00-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200065S10150IT;S20.0X065-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X065-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200065S10200IT;S20.0X065-6K-S-2.00-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X065-6K-S-2.00-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200070S10150IT;S20.0X070-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X070-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200070S10200IT;S20.0X070-6K-S-2.00-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X070-6K-S-2.00-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200075S10150IT;S20.0X075-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X075-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200080S10150IT;S20.0X080-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X080-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200080S10200IT;S20.0X080-6K-S-2.00-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X080-6K-S-2.00-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200085S10150IT;S20.0X085-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X085-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200090S10150IT;S20.0X090-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X090-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200100S10150IT;S20.0X100-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X100-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200100S10200IT;S20.0X100-6K-S-2.00-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X100-6K-S-2.00-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200110S10150IT;S20.0X110-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X110-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200120S10150IT;S20.0X120-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X120-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200120S10200IT;S20.0X120-6K-S-2.00-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X120-6K-S-2.00-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200130S10150IT;S20.0X130-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X130-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200140S10150IT;S20.0X140-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X140-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112200150S10150IT;S20.0X150-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S20.0X150-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112240050S10150IT;S24.0X050-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S24.0X050-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112240050S10200IT;S24.0X050-6K-S-2.00-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S24.0X050-6K-S-2.00-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
1112240055S10150IT;S24.0X055-6K-S-1.50-10.9 SRUBA ISO8676;;1112;Śruba z łbem sześciokątnym z gwintem drobnozwojnym na całości S24.0X055-6K-S-1.50-10.9 SRUBA ISO8676;st-stal-weglowa;1310;2;1109
